Species,Taxon ID
Vibrio cholerae O395,345073
Schmidtea mediterranea,79327
Vigna angularis,157739
Salmo trutta,227976
Campylobacter jejuni subsp. doylei 269.97,360109
Lactuca sativa,4236
Acinetobacter baumannii EGD-HP18,1358412
Trichinella pseudospiralis,6337
Sorghum bicolor,4558
Rhizophagus irregularis DAOM 197198w,1432141
Marinilabiliales bacterium,2053303
Melanaphis sacchari,742174
Mesocestoides corti,53468
Moneuplotes crassus,5936
Vicingus serpentipes,1926625
Colobus polykomos,9572
Mycolicibacterium agri,36811
Meriones unguiculatus,10047
Porphyromonas gingivalis W83,242619
Alteromonas sp. W12,1772289
Lipomyces starkeyi NRRL Y-11557,675824
Athene cunicularia,179002
Chlamydia trachomatis L2/434/Bu,471472
Bifidobacterium longum DJO10A,205913
Marinobacter sp. DSM 11874,2735889
Magnetococcales bacterium,2026759
Burkholderia multivorans ATCC 17616,395019
Tetrapisispora blattae CBS 6284,1071379
Melampsora larici-populina 98AG31,747676
Nematostella vectensis,45351
Symbiodinium sp. CCMP2456,1519616
Porphyromonas cangingivalis,36874
Galleria mellonella,307468
Pseudarthrobacter chlorophenolicus A6,452863
Levilinea saccharolytica,229921
Photobacterium aquae,1195763
Bdellovibrionales bacterium RIFOXYD1_FULL_55_31,1797404
Ceratitis capitata,7213
Mycobacterium tuberculosis variant bovis BCG str. Pasteur 1173P2,410289
Cystoisospora suis,483139
Sphingomonas sp. R3G7C,2663851
Armatimonadetes bacterium CG07_land_8_20_14_0_80_59_28,1973917
Rosa chinensis,74649
Agrobacterium salinitolerans,1183413
Mantoniella antarctica,81844
Syringa tomentella subsp. yunnanensis,126368
Cupriavidus pinatubonensis JMP134,264198
Dendrothele bispora CBS 962.96,1314807
Pedobacter steynii,430522
Bungarus flaviceps,8615
Trichuris trichiura,36087
Guizotia abyssinica,4230
Hoeflea phototrophica DFL-43,411684
Pelophylax ridibundus,8406
Phallusia mammillata,59560
Lactobacillus delbrueckii subsp. bulgaricus ATCC 11842 = JCM 1002,390333
Tolypocladium capitatum,45235
Synergistaceae bacterium,2006111
Shewanella woodyi ATCC 51908,392500
Legionella pneumophila,400673
Exiguobacterium sibiricum 255-15,262543
Sylvietta virens,208069
Streptococcus pyogenes MGAS315,198466
Opuntia streptacantha,393608
Pomatostomus ruficeps,9176
Diplodia seriata,420778
Pitta sordida,1454934
Chitiniphilus shinanonensis,553088
Aspergillus taichungensis,482145
Trichomonas vaginalis G3,412133
Algoriphagus antarcticus,238540
Pseudomonas fluorescens Pf0-1,205922
Streptococcus agalactiae 2603V/R,208435
Listeria welshimeri serovar 6b str. SLCC5334,386043
Leersia perrieri,77586
Acetobacter malorum,178901
Hanusia phi,3032
Oreochromis niloticus,704098
Dichelobacter nodosus VCS1703A,246195
Rhodoferax ferrireducens T118,338969
Bactrocera oleae,104688
Balneolaceae bacterium,1986665
Nocardioides jishulii,2575440
Kineococcus rhizosphaerae,559628
Arabidopsis thaliana,3702
Lentilactobacillus buchneri NRRL B-30929,511437
Clostridium sporogenes,1075091
Aspergillus clavatus NRRL 1,344612
Oceanites oceanicus,79653
Acromyrmex insinuator,230686
Ureaplasma parvum serovar 3 str. ATCC 27815,505682
Equus caballus,333920
Lynx canadensis,1605429
Moniliophthora roreri,233037
Clonostachys rosea,768735
Cercopithecus ascanius,192855
Anhinga rufa,317792
Taenia solium,6204
Plasmodium yoelii,73239
Lactobacillus helveticus,44272
Paraburkholderia insulsa,134537
Cyanidioschyzon merolae strain 10D,280699
Gongylonema pulchrum,637853
Aotus nancymaae,37293
Tardiphaga sp. OK246,1855307
Diaphorina citri,121845
Aurantimonas manganoxydans SI85-9A1,287752
Acaryochloris marina MBIC11017,329726
Candidatus Peregrinibacteria bacterium GW2011_GWA2_44_7,1619057
Hungatella hathewayi,154046
Glossina austeni,7395
Paracoccus pantotrophus,935565
Fregetta grallaria,1789705
Amycolatopsis alkalitolerans,2547244
Actinotignum sanguinis,1445614
Clostridium botulinum A str. Hall,441771
Spodoptera exigua,10454
Elaphe climacophora,31143
Firmicutes bacterium CAG:791,
Bacillus cereus ATCC 10987,222523
Callimico goeldii,9495
Clastoptera arizonana,38151
Coprococcus comes,470146
Spirochaetaceae bacterium,1898206
Leptospira interrogans serovar Lai str. 56601,189518
Oryzias javanicus,123683
Alouatta palliata,182250
Bartonella quintana str. Toulouse,283165
Equus quagga burchellii,89252
Trypanosoma congolense IL3000,1068625
Jimgerdemannia flammicorona,994334
Timema poppensis,170557
Staurastrum punctulatum,102822
Limosilactobacillus coleohominis DSM 14060,887896
Cryptococcus depauperatus CBS 7855,1295532
Thermotoga sp.,126740
Nonlabens ulvanivorans,906888
Streptococcus gordonii str. Challis substr. CH1,467705
Sigmodon hispidus,129435
Halobacillus litoralis,45668
Yersinia enterocolitica,393305
Methanococcus maripaludis C7,426368
Bipolaris oryzae ATCC 44560,930090
Rozella allomycis CSF55,988480
Brucella melitensis ATCC 23457,546272
Stegodyphus mimosarum,407821
Cercopithecus neglectus,36227
Candidatus Hydrothermarchaeota archaeon,2250275
Clostridium botulinum F str. Langeland,441772
Lepisosteus oculatus,7918
Solanum bulbocastanum,147425
Geobacillus thermodenitrificans NG80-2,420246
Nilaparvata lugens,108931
Capsicum chinense,80379
Mycolicibacterium vanbaalenii PYR-1,350058
Brachionus calyciflorus,104777
Paenibacillus beijingensis,1126833
Bacteroides fluxus YIT 12057,763034
Polytomella parva,51329
Paracoccus limosus,913252
Mohoua ochrocephala,874463
Brucella abortus bv. 1 str. 9-941,262698
Lotharella globosa,91324
Phytophthora ramorum,164328
Methanococcaceae archaeon,2528253
Cellulophaga phage phi14:2,
Microtus montebelli,79202
Corchorus capsularis,210143
Calyptomena viridis,2478756
Chloroflexia bacterium,2448782
Schistosoma japonicum,6182
Rhodocytophaga rosea,2704465
Paenibacillus rhizosphaerae,297318
Candidatus Gracilibacteria bacterium CG2_30_37_12,1805211
Eolophus roseicapilla,176039
Succiniclasticum ruminis DSM 9236,40841
Patagioenas fasciata monilis,372326
Scylla olivacea,85551
Chloroflexi bacterium HGW-Chloroflexi-9,2013732
Angiostrongylus cantonensis,6313
Chitinophaga flava,2259036
Escherichia coli BL21(DE3),469008
Vibrio splendidus 12B01,314291
Pimephales promelas,90988
Soboliphyme baturini,241478
Streptococcus mutans UA159,210007
African swine fever virus,10497
Bartonella henselae str. Houston-1,283166
Coprinopsis cinerea okayama7#130,240176
Stegastes partitus,144197
Tricholaema leucomelas,240729
Dioscorea elephantipes,145284
Trichosporon asahii var. asahii CBS 8904,1220162
Lambdavirus lambda,186765
Parageobacillus thermoglucosidasius,1426
Vipera anatolica senliki,2604287
Gymnopus luxurians FD-317 M1,
Cupriavidus sp. UYMSc13B,1774746
Timema douglasi,61478
Thiomonas sp. 14-66-4,1970450
Asparagus officinalis,4686
Ficedula albicollis,59894
Acinetobacter sp. TGL-Y2,1407071
Chiloscyllium griseum,586796
Candidatus Nealsonbacteria bacterium,2093793
Trichoderma harzianum,1233414
Molossus molossus,1552296
Pseudanabaena sp.,56111
Oidiodendron maius Zn,913774
Neogale vison,452646
Erysiphe neolycopersici,212602
Xenopus laevis,288555
Mycobacterium avium 104,243243
Hyalella azteca,294128
Arsukibacterium sp. MJ3,1632859
Protopolystoma xenopodis,117903
Alligator mississippiensis,8496
Candidatus Microthrix parvicella,41950
Capsella rubella,81985
Octopus bimaculoides,37653
Camellia sinensis var. sinensis,542762
Oryza sativa,1736659
Polystyrenella longa,2528007
Caldalkalibacillus thermarum TA2.A1,986075
Actinotalea fermentans,862422
Renibacterium salmoninarum ATCC 33209,288705
Locustella ochotensis,187437
Fusobacteriaceae bacterium,1727202
Vibrio vulnificus YJ016,196600
Candidatus Calescamantes bacterium,2268183
Orthonyx spaldingii,213582
Symphalangus syndactylus,405039
candidate division KSB1 bacterium,1703762
Conus betulinus,89764
Psammophis mossambicus,234064
Neospora caninum Liverpool,572307
Puma concolor,9696
Streptomyces albulus,1316445
Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,99287
Mycobacterium sp. MCS,164756
Xylariales sp. No.14919,1813822
Simkania negevensis Z,331113
Taibaiella chishuiensis,1434707
Cephalophus zebra,129233
Lophium mytilinum,390894
Streptococcus agalactiae A909,205921
Edolisoma coerulescens,2585810
Tichodroma muraria,237442
Amaricoccus sp. HAR-UPW-R2A-40,1985299
Bagarius yarrelli,175774
candidate division Zixibacteria bacterium,2053527
Cyberlindnera jadinii NRRL Y-1542,983966
Cerrophidion godmani,44722
Dictyostelium discoideum,44689
Carcinus maenas,6759
Coprococcus sp. HPP0048,1078091
Helianthus annuus,4232
Phytophthora sojae strain P6497,1094619
Acidobacteria bacterium,1340493
Photorhabdus khanii NC19,1004151
Necator americanus,51031
Marinomonas hwangdonensis,1053647
Tilletiopsis washingtonensis,58919
Sediminicola sp. YIK13,1453352
Linderina pennispora,61395
Catenaria anguillulae PL171,765915
Streptomyces sp. CG 926,1882405
Culex quinquefasciatus,710234
Acanthamoeba castellanii str. Neff,1257118
Aureococcus anophagefferens,44056
Salminus hilarii,932087
Dictyocaulus viviparus,29172
Feline immunodeficiency virus,11673
Lactuca saligna,75948
Thermotoga maritima,243274
Pyrococcus abyssi GE5,272844
Burkholderia mallei NCTC 10229,412022
Haemonchus contortus,6289
Shewanella baltica OS195,399599
Eimeria praecox,51316
Roseiflexus castenholzii,383372
Candidatus Micrarchaeota archaeon,2250274
Listeria innocua Clip11262,272626
Anopheles stephensi,30069
Candidatus Amesbacteria bacterium GW2011_GWA2_47_11,1618357
Chionis minor,227182
candidate division TM6 bacterium GW2011_GWF2_30_66,1619078
Hasarius adansoni,243517
Sapajus apella,174598
Glycine max,3847
Salmo salar,8030
Ceratotherium simum simum,73337
Anaerosacchariphilus polymeriproducens,1812858
Phyllostomus discolor,89673
Enterococcus faecium,1138912
Candidatus Staskawiczbacteria bacterium RIFCSPHIGHO2_02_FULL_42_22,1802207
Sporothrix schenckii ATCC 58251,1391915
Pseudomonas syringae pv. maculicola,629265
Novipirellula aureliae,2527966
Bacillus thuringiensis,1432
Alexandrium monilatum,311494
Oxyuranus microlepidotus,111177
Saccharomyces cerevisiae EC1118,643680
Frankia casuarinae,106370
Gopherus agassizii,38772
Odocoileus virginianus texanus,9880
Elusimicrobia bacterium,1932698
Fusobacterium ulcerans,861
Desulfosarcina alkanivorans,571177
Anopheles darlingi,43151
Erythrolamprus poecilogyrus,338838
Oryctolagus cuniculus,568996
Varecia rubra,554167
Encephalitozoon cuniculi GB-M1,284813
Amphiprion ocellaris,80972
Drosophila albomicans,7291
Zootermopsis nevadensis,136038
Rhizobium rhizosphaerae,1672749
Streptococcus pyogenes MGAS6180,319701
Sulfolobus sp. E5-1-F,2663019
Nocardioides panzhihuensis,860243
Adineta steineri,433720
Helicobacter pylori,85962
Trametes cinnabarina,5643
Ruegeria pomeroyi DSS-3,246200
Phormidesmis priestleyi ULC007,1920490
Prunella himalayana,670356
Micrurus lemniscatus lemniscatus,129467
Neotoma lepida,56216
Hydra vulgaris,6087
Methylococcaceae bacterium HT4,1916064
Candidatus Aenigmarchaeota archaeon,3121606
Papio anubis,211508
Acropora millepora,45264
Cebus imitator,2715852
Sporormia fimetaria CBS 119925,1340428
Exidia glandulosa HHB12029,1314781
Prunus persica,3760
Pardalotus punctatus,254575
Sexangularia sp. CB-2014,1486929
Episyrphus balteatus,286459
Palpitomonas bilix,652834
Ascaris lumbricoides,6252
Phlebotomus papatasi,29031
Catharus fuscescens,159581
Mus caroli,10089
Mesorhizobium sp. M1A.F.Ca.ET.072.01.1.1,2496753
Tetranychus urticae,32264
uncultured marine group II/III euryarchaeote KM3_66_C05,1456481
Helicoverpa armigera,51313
Tinamus guttatus,94827
Anolis carolinensis,28377
Mycobacterium ulcerans str. Harvey,1299332
Candidatus Woesebacteria bacterium GW2011_GWC2_31_9,1618586
Thaumarchaeota archaeon,1198115
Peromyscus maniculatus bairdii,230844
Zopfia rhizophila CBS 207.26,1314779
Lactobacillus kalixensis DSM 16043,1423763
Amphilophus citrinellus,61819
Candidatus Yonathbacteria bacterium RIFOXYD1_FULL_52_36,1802730
Acromyrmex heyeri,230685
Enhydra lutris kenyoni,391180
Micrurus nigrocinctus,8635
Paraburkholderia sp. BL6665CI2N2,1938806
Bacillus cereus E33L,288681
Dechloromonas aromatica RCB,159087
Neopyropia yezoensis,388772
Maridesulfovibrio salexigens DSM 2638,526222
Herminiimonas fonticola,303380
Acrocephalus arundinaceus,659163
Okibacterium fritillariae,123320
Citrobacter freundii,1006003
Deinagkistrodon acutus,36307
Chroicocephalus maculipennis,287016
Ascoidea rubescens DSM 1968,1344418
Trematosphaeria pertusa,390896
Methanotorris igneus Kol 5,880724
Vigna radiata var. radiata,3916
Sphingomonas sp. WG,1592629
Bicyclus anynana,2005890
Pedobacter sp. PAMC26386,2762321
Mastacembelus armatus,205130
Mycolicibacterium smegmatis,1772
Bordetella pertussis Tohama I,257313
Desulfotomaculum sp.,1121428
Lobosporangium transversale,64571
Oryza brachyantha,4533
Streptococcus pyogenes MGAS2096,370553
Yarrowia lipolytica CLIB122,284591
Mycoplasmoides genitalium G37,243273
Bombus impatiens,132113
Diceros bicornis minor,77932
Pseudonocardia broussonetiae,2736640
Leptosomus discolor,188344
Pseudomonas savastanoi pv. phaseolicola 1448A,264730
Bombyx mandarina,7092
Methylobacterium frigidaeris,2038277
Geotrypetes seraphini,260995
Aspergillus niger,1608278
Mesitornis unicolor,54374
Trachypithecus johnii,66063
Vipera aspis aspis,194601
Tupiella akineta,160070
Elatostema qinzhouense,2794062
Copsychus sechellarum,797021
Trifolium pratense,57577
Hemachatus haemachatus,8626
Micrurus corallinus,54390
Kockovaella imperatae,4999
Leucoagaricus sp. SymC.cos,1714833
Streptomyces bingchenggensis BCW-1,749414
Brachypteracias leptosomus,135165
Plasmodium falciparum K1,5839
Phascolarctos cinereus,38626
Meira miltonrushii,1280837
Glarea lozoyensis 74030,1104152
Candidatus Parcubacteria bacterium,2762014
Vibrio maritimus,990268
Candidatus Curtissbacteria bacterium RBG_13_40_7,1797706
Tripedalia cystophora,6141
Staphylococcus aureus subsp. aureus Mu3,418127
Haloferax volcanii DS2,309800
Rhizochromulina marina,35674
Leptidea sinapis,189913
Sparganum proliferum,64606
Trichinella nativa,6335
Cyanobacteria bacterium J069,2420337
Austrelaps labialis,471292
Camelus dromedarius,9838
marine metagenome,408172
Yarrowia lipolytica,284591
Bordetella bronchiseptica RB50,257310
Synechococcus sp. CC9605,110662
Brugia timori,42155
Ceriantheomorphe brasiliensis,1048506
Streptococcus pyogenes NZ131,471876
Methanothermobacter tenebrarum,680118
Methanosarcina mazei Go1,192952
Hippocampus comes,109280
Deinococcus cellulosilyticus NBRC 106333 = KACC 11606,1223518
Alicyclobacillus acidocaldarius,521098
Candidatus Endobugula sertula,62101
Coffea arabica,13443
Pseudothioclava arenosa,1795308
Escherichia coli O157:H7,
Graphiurus ocularis,221698
Ophiostoma piceae UAMH 11346,1262450
Acidianus filamentous virus 6,346882
Erwinia tracheiphila,1044999
Cohnella lupini,1294267
Heliocybe sulcata,5364
Olimarabidopsis pumila,74718
Macaca nemestrina,90388
Tenericutes bacterium MO-XQ,1911684
Grosmannia clavigera kw1407,655863
Calcarius ornatus,198940
Phytophthora capsici,4784
Rhipidura dahli,667186
Influenza A virus (A/Wilson-Smith/1933(H1N1)),381518
Ceyx cyanopectus,325322
Gimesia sp.,2608982
Botryotinia narcissicola,278944
Neisseria gonorrhoeae FA 1090,242231
Desulfobacteraceae bacterium,2049433
Moniliophthora perniciosa FA553,554373
Rathayibacter rathayi,1328865
Torpedo marmorata,7788
Leishmania amazonensis,5659
Cupriavidus necator H16,381666
Hypophthalmichthys molitrix,13095
Thermus thermophilus JL-18,798128
Ganoderma sinense ZZ0214-1,1077348
Lanius ludovicianus,28713
Dendroaspis polylepis,8620
Mycobacteroides abscessus,36809
Salmonella enterica subsp. enterica serovar Typhi,220341
Bacteroides caccae ATCC 43185,411901
Paramormyrops kingsleyae,1676925
Fusarium sporotrichioides,5514
Camelus ferus,419612
Synechococcus sp. RCC307,316278
Sitta europaea,50251
Staphylococcus aureus subsp. aureus NCTC 8325,93061
Glarea lozoyensis ATCC 20868,1116229
Trichoplusia ni,332054
Lentisphaerae bacterium GWF2_44_16,1798571
Plasmodium falciparum 3D7,36329
Bacteroides fragilis YCH46,295405
Grapholita molesta,192188
Campylobacter jejuni subsp. jejuni 81116,407148
Pelargonium x hortorum,4031
Sporosarcina sp. P37,1930546
Anopheles dirus,7168
Sarcophilus harrisii,9305
Amphiprora paludosa,265537
Eubacterium sp. An11,1965542
Treponema denticola ATCC 35405,243275
Amazona guildingii,175529
Hyles lineata,103890
Tengunoibacter tsumagoiensis,2014871
Bradyrhizobium arachidis,858423
Triplophysa tibetana,1572043
Dendroaspis viridis,8621
Halobacteriales archaeon SW_7_71_33,1919205
Hydrogenophaga aromaticivorans,2610898
Acidimicrobiales bacterium,310071
Mammalian orthoreovirus 1 Lang,10884
Casadabanvirus D3112,10708
Piper cenocladum,398741
Shewanella hanedai,25
Thermus thermophilus,300852
Algoriphagus marincola HL-49,1305737
Shewanella baltica OS185,402882
Coelognathus radiatus,201391
Ignavibacteriaceae bacterium,2651163
Fusarium floridanum,1325733
Blautia producta,1121114
Limosilactobacillus reuteri JCM 1112,557433
Aster yellows witches'-broom phytoplasma AYWB,322098
Psychrobacter arcticus 273-4,259536
Aphis craccivora,307492
Trimorphodon biscutatus,338818
Pelotomaculum propionicicum,258475
Platanus occidentalis,4403
Candidatus Heimdallarchaeota archaeon,2026747
Didelphis virginiana,9267
Sclerotinia borealis F-4128,1432307
Aotus trivirgatus,9505
Bacteroides thetaiotaomicron VPI-5482,226186
Leuconostoc citreum KM20,349519
Elusimicrobium minutum Pei191,445932
Prevotella timonensis CRIS 5C-B1,679189
Trichophyton benhamiae CBS 112371,663331
Bosea sp. Root483D1,1736544
Mastomys coucha,35658
Malus baccata,106549
Seriola lalandi,302047
Morus notabilis,981085
Candidatus Odinarchaeum yellowstonii,1841599
Streptococcus agalactiae NEM316,211110
Rattus norvegicus,664730
Anhinga anhinga,2748090
Micrurus tener,1114301
Saccharomyces cerevisiae R008,1182966
Chloroflexi bacterium RBG_16_48_7,1797640
Oesophagostomum dentatum,61180
Quercus lobata,97700
Trichinella britovi,45882
Thermococcus kodakarensis KOD1,69014
Vicia sepium,347188
Chlamydia trachomatis A/HAR-13,315277
Coeligena eos,2461402
Portunus trituberculatus,210409
Scyliorhinus canicula,7830
Rotaria sp. Silwood1,2762511
Mycobacterium sp. JLS,164757
Streptococcus equi subsp. zooepidemicus MGCS10565,552526
Chaetoceros debilis,122233
Streptococcus pyogenes MGAS10394,286636
Caedimonadaceae bacterium,2651169
Bacteroidetes bacterium,1898104
Agrobacterium rubi TR3 = NBRC 13261,1368415
Modestobacter multiseptatus,88139
Neisseria bacilliformis ATCC BAA-1200,888742
Faecalibacterium prausnitzii,657322
Streblomastix strix,222440
Oikopleura dioica,34765
Vireo altiloquus,34957
Vibrio sp. B1FIG11,2751177
Vidua macroura,187451
Gemmatimonadaceae bacterium,246130
Nitrospiraceae bacterium,1169200
Dicentrarchus labrax,13489
Leuconostoc mesenteroides subsp. mesenteroides ATCC 8293,203120
Meloidogyne enterolobii,390850
Cyanobacteria bacterium UBA11162,2055781
Gossypium australe,47621
Candidatus Moranbacteria bacterium,1618695
Anaerovirgula multivorans,312168
Thinocorus orbignyianus,161742
Bdellovibrio bacteriovorus HD100,264462
Streptomyces coelicolor A3(2),100226
Antrostomus carolinensis,279965
Xylella fastidiosa Temecula1,183190
Podiceps cristatus,345573
[Mannheimia] succiniciproducens MBEL55E,
Methanococcus maripaludis C6,444158
Bos taurus,30522
Tetraselmis sp. GSL018,582737
bacterium SCN 62-11,1660156
Senna tora,362788
human gammaherpesvirus 4,10376
Escherichia coli APEC O1,405955
Cuscuta australis,267555
Rutilus rutilus,48668
Oncorhynchus mykiss,8022
Panicum hallii var. hallii,1504633
Escherichia coli UTI89,364106
Capitella teleta,283909
Eragrostis curvula,38414
Candidatus Roizmanbacteria bacterium CG09_land_8_20_14_0_10_41_9,1974850
Candidatus Magnetominusculus xianensis,1748249
Orconectes australis,318488
Ideonella sp. MAG2,2083017
Streptomyces lividans,457428
Paraburkholderia phymatum STM815,391038
Opisthocomus hoazin,30419
Nannochloropsis salina CCMP1776,1027361
Rhodobiaceae bacterium,2026785
Daucus carota subsp. sativus,79200
Microvirga vignae,1225564
Nocardioides sp. S-1144,2582905
Lithobates catesbeianus,8400
Florenciella parvula,236787
Magnetococcus marinus MC-1,156889
Haloechinothrix aidingensis,2752311
Pan paniscus,9597
Mucor ambiguus,91626
Nocardia farcinica,247156
Balaenoptera physalus,9770
Coxiella burnetii RSA 493,227377
Chlorobium phaeobacteroides DSM 266,290317
Zymomonas mobilis subsp. mobilis ZM4 = ATCC 31821,264203
Cuscuta campestris,132261
Naja samarensis,8660
Mycoplasma mycoides subsp. mycoides SC str. PG1,272632
Thermococcus celer Vu 13 = JCM 8558,1293037
Aplysia californica,6500
Streptomyces sp. L-9-10,1478131
Galerina marginata CBS 339.88,685588
Thamnophis sirtalis,400089
Nitrosopumilales archaeon CG_4_9_14_0_8_um_filter_34_10,2022697
Carex littledalei,544730
Chaetops frenatus,221966
Paranosema locustae,235221
Pongo abelii,9601
Aspergillus nidulans FGSC A4,227321
Mesomycoplasma hyopneumoniae 232,295358
Hesseltinella vesiculosa,101127
Dryoscopus gambensis,85069
Dorea formicigenerans,39486
Streptococcus salivarius,347253
Kamptonema sp. PCC 6506,272129
Lactococcus cremoris subsp. cremoris MG1363,416870
Epilithonimonas lactis,421072
Aphanothece halophytica,72020
Nocardioides sp. SLBN-172,2768462
Burkholderia glumae BGR1,626418
Flavobacterium noncentrifugens,1128970
Sporothrix insectorum RCEF 264,
Enterobacter cloacae,1333849
Ketogulonicigenium vulgare WSH-001,759362
Sparassis crispa,139825
Sphingomonas sp. SKA58,314266
Bos grunniens,687163
Rhodococcus opacus B4,632772
Scolopendra viridis,118503
Herminiimonas arsenicoxydans,204773
Oncorhynchus keta,8018
Pycnonotus jocosus,182897
Trachypithecus auratus,222416
Euryarchaeota archaeon,1932700
Cetobacterium ceti,180163
Aquila chrysaetos chrysaetos,223781
Salix brachista,2182728
Photorhabdus,29487
Dasyornis broadbenti,243059
Candidatus Daviesbacteria bacterium GW2011_GWC2_40_12,1618431
Penicillium arizonense,1835702
Zea mays,4577
Muraenesox cinereus,7946
Schizopora paradoxa,27342
Pristionchus pacificus,54126
Lysinibacillus odysseyi 34hs-1 = NBRC 100172,1220589
Shewanella denitrificans OS217,318161
Volvox carteri f. nagariensis,3067
Syntrophobacter fumaroxidans MPOB,335543
Saccharomycodes ludwigii,36035
Todarodes pacificus,6637
Burkholderia mallei NCTC 10247,320389
Streptococcus pyogenes MGAS9429,370551
Colletotrichum nymphaeae SA-01,1460502
Salinibacter ruber DSM 13855,309807
Ciccaba nigrolineata,1118524
Parachlamydiaceae bacterium,1910938
Huso dauricus,55293
Brucella anthropi ATCC 49188,439375
Pyricularia oryzae 70-15,242507
Burkholderia vietnamiensis G4,269482
Anser anser anser,8844
Apis mellifera,346611
Cenarchaeum sp. SB0669_bin_11,2604879
Actinoalloteichus sp. GBA129-24,1612551
Prevotella melaninogenica,553174
Leptothrix cholodnii SP-6,395495
Gobiocypris rarus,143606
Epinephelus coioides,94232
Methylocystis heyeri,391905
Macaca sylvanus,9546
Pseudomonas simiae,321846
Pseudomonas luteola,47886
Vespula germanica,30212
Odobenus rosmarus divergens,9708
Stomoxys calcitrans,35570
Etheostoma spectabile,417938
Bifidobacterium longum subsp. infantis ATCC 15697 = JCM 1222 = DSM 20088,391904
Photobacterium aphoticum,754436
Leptolyngbya sp. O-77,1080068
Trichinella spiralis,6334
Kingdonia uniflora,39325
Pseudomonas sp. 382,1751969
Rhodopseudomonas palustris TIE-1,395960
Steinernema glaseri,37863
Roseimicrobium gellanilyticum,748857
Aplosporella prunicola CBS 121167,1176127
Callorhinus ursinus,34884
Aspergillus terreus NIH2624,341663
Cathartes aura,1333473
Moringa oleifera,3735
Anaeromyxobacter sp. K,447217
Acromyrmex echinatior,103372
Massariosphaeria phaeospora,100035
Bradyrhizobium valentinum,1518501
Basidiobolus meristosporus CBS 931.73,1314790
Lysinibacillus xylanilyticus,582475
Percolomonas cosmopolitus,63605
Henneguya salminicola,69463
Leptosphaeria maculans JN3,985895
Gammaproteobacteria bacterium,2548426
Schistosoma haematobium,174752
Vespula pensylvanica,30213
bacterium HR27,2035422
Geobacillus stearothermophilus,937593
Candidatus Pacebacteria bacterium GW2011_GWA1_46_10,1618469
Oxylabes madagascariensis,98144
archaeon,3121606
Protopterus annectens,370572
Globisporangium ultimum DAOM BR144,431595
Afipia broomeae ATCC 49717,883078
Micrurus altirostris,129457
Nocardioidaceae bacterium,408672
Lepeophtheirus salmonis,1504303
Lachnospiraceae bacterium XBB2008,1520826
Methanohalophilus portucalensis FDF-1,523843
Amorphochlora amoebiformis,1561963
Candidatus Helarchaeota archaeon,2719382
Chanos chanos,29144
Natronobacterium texcoconense,1095778
Collimonas sp. OK242,1798195
Clarias gariepinus,13013
Coxiella burnetii,360117
Strombidinopsis acuminata,141414
Tissierella sp. P1,1280483
Andrias davidianus,141262
Semnopithecus entellus,867381
Cairina moschata,1240228
Faecalicoccus pleomorphus,1123313
Candidatus Kaiserbacteria bacterium RIFCSPHIGHO2_01_FULL_49_13,1798477
Lophiotrema nucula,690887
Rathayibacter sp. VKM Ac-2803,2609256
Wallemia ichthyophaga EXF-994,1299270
Trichogramma brassicae,86971
Limimaricola cinnabarinus LL-001,1337093
Deltaproteobacteria bacterium HGW-Deltaproteobacteria-22,2013750
Tetrahymena thermophila,312017
Nannospalax ehrenbergi,1028753
Mus musculus,3004188
Oxybelis fulgidus,121355
Chlamydotis macqueenii,187382
Apolygus lucorum,248454
Perca flavescens,8167
Leishmania donovani,5661
Caloranaerobacter sp. TR13,1302151
Desmognathus ocoee,179530
Escherichia coli K-12,83333
Xanthomonas campestris pv. vesicatoria str. 85-10,316273
Streptococcus pneumoniae R6,171101
Catharanthus roseus,4058
Synchytrium endobioticum,286115
Equus asinus,73336
Xanthomonas campestris pv. campestris str. ATCC 33913,190485
Rhizophagus irregularis DAOM 181602=DAOM 197198,747089
Gaiellales bacterium,2093372
Haloferula luteola,595692
Candidatus Poseidoniaceae archaeon,2666346
Coccidioides immitis RS,246410
Boiga irregularis,92519
Melioribacter roseus P3M-2,1191523
Mesoplasma tabanidae,219745
Phytophthora infestans T30-4,403677
Notothenia coriiceps,8208
avian paramyxovirus 1,2560319
Pristhesancus plagipennis,1955184
Tursiops truncatus,2663531
Armadillidium nasatum,96803
Candidatus Peribacteria bacterium GW2011_GWB1_54_5,1619060
Puccinia coronata f. sp. avenae,200324
Sulfitobacter sp.,2883100
Anopheles funestus,62324
Triticum aestivum,4565
Neolewinella agarilytica,478744
Ligustrum gracile,1028355
Coccidioides immitis H538.4,396776
Rhizophagus clarus,94130
Propithecus coquereli,379532
Ogataea polymorpha,460523
Chloranthus spicatus,13006
Caenorhabditis briggsae,6238
Methanocaldococcus jannaschii,2190
Colletotrichum spinosum,1347390
Oryzias melastigma,30732
Ornithodoros turicata,34597
Citrus unshiu,55188
Verrucomicrobia bacterium,1986876
Puccinia striiformis,27350
Actinidia deliciosa,284548
Brucella ovis ATCC 25840,444178
Pantherophis guttatus,412765
Hippolais icterina,68497
Pectobacterium carotovorum subsp. carotovorum PC1,561230
Burkholderia thailandensis E264,271848
Micrurus browni,1675716
Alkalicella caledoniensis,2731377
Orbilia oligospora ATCC 24927,756982
Corynebacterium jeikeium K411,306537
