Taxon ID,Lineage
2690323,cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces; unclassified Streptomyces
2026773,cellular organisms; Archaea; Nanobdellati; Candidatus Pacearchaeota; unclassified Candidatus Pacearchaeota
68888,cellular organisms; Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Protostomia; Ecdysozoa; Nematoda; Enoplea; Dorylaimia; Trichinellida; Trichuridae; Trichuris
1133849,cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Mycobacteriales; Nocardiaceae; Nocardia; Nocardia brasiliensis
2026778,cellular organisms; Bacteria; PVC group; Planctomycetota; Phycisphaerae; unclassified Phycisphaerae
1748249,cellular organisms; Bacteria; Nitrospirota; Nitrospiria; Nitrospirales; Nitrospiraceae; Candidatus Magnetominusculus
44316,cellular organisms; Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Chordata; Craniata; Vertebrata; Gnathostomata; Teleostomi; Euteleostomi; Sarcopterygii; Dipnotetrapodomorpha; Tetrapoda; Amniota; Sauropsida; Sauria; Archelosauria; Archosauria; Dinosauria; Saurischia; Theropoda; Coelurosauria; Aves; Neognathae; Neoaves; Telluraves; Australaves; Passeriformes; Passeroidea; Passeridae; Chloebia
2026780,cellular organisms; Bacteria; PVC group; Planctomycetota; unclassified Planctomycetota
257309,cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Mycobacteriales; Corynebacteriaceae; Corynebacterium; Corynebacterium diphtheriae
1895711,cellular organisms; Bacteria; Pseudomonadota; Alphaproteobacteria; unclassified Alphaproteobacteria
257311,cellular organisms; Bacteria; Pseudomonadota; Betaproteobacteria; Burkholderiales; Alcaligenaceae; Bordetella; Bordetella parapertussis
1027361,cellular organisms; Eukaryota; Sar; Stramenopiles; Ochrophyta; Eustigmatophyceae; Eustigmatales; Monodopsidaceae; Microchloropsis; Microchloropsis salina
2026785,cellular organisms; Bacteria; Pseudomonadota; Alphaproteobacteria; Hyphomicrobiales; Rhodobiaceae; unclassified Rhodobiaceae
257310,cellular organisms; Bacteria; Pseudomonadota; Betaproteobacteria; Burkholderiales; Alcaligenaceae; Bordetella; Bordetella bronchiseptica
257313,cellular organisms; Bacteria; Pseudomonadota; Betaproteobacteria; Burkholderiales; Alcaligenaceae; Bordetella; Bordetella pertussis
412965,cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Gammaproteobacteria incertae sedis; sulfur-oxidizing symbionts; Candidatus Vesicomyosocius
2510111,cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Micrococcales; Dermacoccaceae; Dermacoccus; unclassified Dermacoccus
60711,cellular organisms; Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Chordata; Craniata; Vertebrata; Gnathostomata; Teleostomi; Euteleostomi; Sarcopterygii; Dipnotetrapodomorpha; Tetrapoda; Amniota; Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Cercopithecoidea; Cercopithecidae; Cercopithecinae; Chlorocebus
1240351,cellular organisms; Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Chordata; Craniata; Vertebrata; Gnathostomata; Teleostomi; Euteleostomi; Sarcopterygii; Dipnotetrapodomorpha; Tetrapoda; Amniota; Sauropsida; Sauria; Lepidosauria; Squamata; Bifurcata; Unidentata; Episquamata; Toxicofera; Serpentes; Colubroidea; Elapidae; Elapinae; Micrurus
486696,cellular organisms; Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Chordata; Craniata; Vertebrata; Gnathostomata; Teleostomi; Euteleostomi; Sarcopterygii; Dipnotetrapodomorpha; Tetrapoda; Amniota; Sauropsida; Sauria; Archelosauria; Archosauria; Dinosauria; Saurischia; Theropoda; Coelurosauria; Aves; Neognathae; Neoaves; Telluraves; Australaves; Passeriformes; Muscicapidae; Oenanthe; Oenanthe oenanthe
1453352,cellular organisms; Bacteria; FCB group; Bacteroidota/Chlorobiota group; Bacteroidota; Flavobacteriia; Flavobacteriales; Flavobacteriaceae; Sediminicola; unclassified Sediminicola
60712,cellular organisms; Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Chordata; Craniata; Vertebrata; Gnathostomata; Teleostomi; Euteleostomi; Sarcopterygii; Dipnotetrapodomorpha; Tetrapoda; Amniota; Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Cercopithecoidea; Cercopithecidae; Cercopithecinae; Chlorocebus
675120,cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Pezizomycotina; leotiomyceta; dothideomyceta; Dothideomycetes; Dothideomycetidae; Mycosphaerellales; Mycosphaerellaceae; Dothistroma; Dothistroma septosporum
2026803,cellular organisms; Archaea; Nanobdellati; Candidatus Woesearchaeota; unclassified Candidatus Woesearchaeota
2714932,cellular organisms; Bacteria; FCB group; Bacteroidota/Chlorobiota group; Bacteroidota; Cytophagia; Cytophagales; Hymenobacteraceae; Hymenobacter; unclassified Hymenobacter
1592629,cellular organisms; Bacteria; Pseudomonadota; Alphaproteobacteria; Sphingomonadales; Sphingomonadaceae; Sphingomonas; unclassified Sphingomonas
36148,cellular organisms; Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Protostomia; Ecdysozoa; Panarthropoda; Arthropoda; Mandibulata; Pancrustacea; Hexapoda; Insecta; Dicondylia; Pterygota; Neoptera; Paraneoptera; Hemiptera; Auchenorrhyncha; Cicadomorpha; Membracoidea; Cicadellidae; Cicadellinae; Cicadellini; Graphocephala
2026808,cellular organisms; Archaea; Thermoproteati; Nitrososphaerota; Nitrososphaerota incertae sedis; Candidatus Nitrosopelagicus; unclassified Candidatus Nitrosopelagicus
748857,cellular organisms; Bacteria; PVC group; Verrucomicrobiota; Verrucomicrobiia; Verrucomicrobiales; Verrucomicrobiaceae; Roseimicrobium
1002809,cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Bacillales; Planococcaceae; Solibacillus; Solibacillus silvestris
2690360,cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces; unclassified Streptomyces
1813822,cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Pezizomycotina; leotiomyceta; sordariomyceta; Sordariomycetes; Xylariomycetidae; Xylariales; unclassified Xylariales
249151,Viruses; Naldaviricetes; Lefavirales; Baculoviridae; Gammabaculovirus; Gammabaculovirus nelecontei
290112,cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Morganellaceae; Xenorhabdus
634176,cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Pasteurellales; Pasteurellaceae; Aggregatibacter; Aggregatibacter aphrophilus
265537,cellular organisms; Eukaryota; Sar; Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariophyceae; Bacillariophycidae; Naviculales; Amphipleuraceae; Amphiprora
36166,cellular organisms; Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Protostomia; Ecdysozoa; Panarthropoda; Arthropoda; Mandibulata; Pancrustacea; Hexapoda; Insecta; Dicondylia; Pterygota; Neoptera; Endopterygota; Diptera; Brachycera; Muscomorpha; Eremoneura; Cyclorrhapha; Aschiza; Platypezoidea; Phoridae; Metopininae; Megaseliini; Megaselia
265543,cellular organisms; Eukaryota; Sar; Stramenopiles; Ochrophyta; Bacillariophyta; Mediophyceae; Cymatosirophycidae; Cymatosirales; Cymatosiraceae; Minutocellus
191816,cellular organisms; Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Chordata; Craniata; Vertebrata; Gnathostomata; Teleostomi; Euteleostomi; Sarcopterygii; Dipnotetrapodomorpha; Tetrapoda; Amniota; Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Carnivora; Feliformia; Felidae; Felinae; Lynx
118099,cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Erwiniaceae; Buchnera; Buchnera aphidicola
2575699,cellular organisms; Bacteria; FCB group; Bacteroidota/Chlorobiota group; Bacteroidota; Flavobacteriia; Flavobacteriales; Weeksellaceae; Elizabethkingia; unclassified Elizabethkingia
3415,cellular organisms; Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Embryophyta; Tracheophyta; Euphyllophyta; Spermatophyta; Magnoliopsida; Mesangiospermae; Magnoliidae; Magnoliales; Magnoliaceae; Liriodendron
2518363,cellular organisms; Bacteria; Bacillati; Cyanobacteriota/Melainabacteria group; Cyanobacteriota; Cyanophyceae; Oscillatoriophycideae; Oscillatoriales; Oscillatoriaceae; Phormidium; unclassified Phormidium
355677,cellular organisms; Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Chordata; Craniata; Vertebrata; Gnathostomata; Teleostomi; Euteleostomi; Sarcopterygii; Dipnotetrapodomorpha; Tetrapoda; Amniota; Sauropsida; Sauria; Lepidosauria; Squamata; Bifurcata; Unidentata; Episquamata; Toxicofera; Serpentes; Colubroidea; Hydrophiidae; Hydrophis
314723,cellular organisms; Bacteria; Spirochaetota; Spirochaetia; Spirochaetales; Borreliaceae; Borrelia; Borrelia hermsii
314724,cellular organisms; Bacteria; Spirochaetota; Spirochaetia; Spirochaetales; Borreliaceae; Borrelia; Borrelia turicatae
2018661,cellular organisms; Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Protostomia; Ecdysozoa; Nematoda; Chromadorea; Rhabditida; Rhabditina; Rhabditomorpha; Rhabditoidea; Rhabditidae; Rhabditidae incertae sedis; Diploscapter
28005,cellular organisms; Eukaryota; Discoba; Euglenozoa; Kinetoplastea; Metakinetoplastina; Trypanosomatida; Trypanosomatidae; Strigomonadinae; Strigomonas
36200,cellular organisms; Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Chordata; Craniata; Vertebrata; Gnathostomata; Teleostomi; Euteleostomi; Actinopterygii; Actinopteri; Neopterygii; Teleostei; Osteoglossocephalai; Clupeocephala; Euteleosteomorpha; Neoteleostei; Eurypterygia; Ctenosquamata; Acanthomorphata; Euacanthomorphacea; Percomorphaceae; Eupercaria; Perciformes; Notothenioidei; Nototheniidae; Dissostichus
331113,cellular organisms; Bacteria; PVC group; Chlamydiota; Chlamydiia; Parachlamydiales; Simkaniaceae; Simkania; Simkania negevensis
306537,cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Mycobacteriales; Corynebacteriaceae; Corynebacterium; Corynebacterium jeikeium
44394,cellular organisms; Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Chordata; Craniata; Vertebrata; Gnathostomata; Teleostomi; Euteleostomi; Sarcopterygii; Dipnotetrapodomorpha; Tetrapoda; Amniota; Sauropsida; Sauria; Archelosauria; Archosauria; Dinosauria; Saurischia; Theropoda; Coelurosauria; Aves; Neognathae; Neoaves; Telluraves; Australaves; Passeriformes; Passerellidae; Zonotrichia
77166,cellular organisms; Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Protostomia; Ecdysozoa; Panarthropoda; Arthropoda; Mandibulata; Pancrustacea; Hexapoda; Insecta; Dicondylia; Pterygota; Neoptera; Endopterygota; Coleoptera; Polyphaga; Cucujiformia; Curculionoidea; Curculionidae; Scolytinae; Dendroctonus
159087,cellular organisms; Bacteria; Pseudomonadota; Betaproteobacteria; Rhodocyclales; Azonexaceae; Dechloromonas; Dechloromonas aromatica
2731377,cellular organisms; Bacteria; Bacillati; Bacillota; Clostridia; Eubacteriales; Proteinivoraceae; Alkalicella
1813876,cellular organisms; Bacteria; Pseudomonadota; Alphaproteobacteria; Caulobacterales; Caulobacteraceae; Phenylobacterium
454007,cellular organisms; Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Chordata; Craniata; Vertebrata; Gnathostomata; Teleostomi; Euteleostomi; Actinopterygii; Actinopteri; Neopterygii; Teleostei; Osteoglossocephalai; Clupeocephala; Euteleosteomorpha; Neoteleostei; Eurypterygia; Ctenosquamata; Acanthomorphata; Euacanthomorphacea; Percomorphaceae; Eupercaria; Spariformes; Sparidae; Acanthopagrus; Acanthopagrus schlegelii
347515,cellular organisms; Eukaryota; Discoba; Euglenozoa; Kinetoplastea; Metakinetoplastina; Trypanosomatida; Trypanosomatidae; Leishmaniinae; Leishmania; Leishmania; Leishmania major species complex; Leishmania major
568703,cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Lactobacillales; Lactobacillaceae; Lacticaseibacillus; Lacticaseibacillus rhamnosus
36224,cellular organisms; Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Chordata; Craniata; Vertebrata; Gnathostomata; Teleostomi; Euteleostomi; Sarcopterygii; Dipnotetrapodomorpha; Tetrapoda; Amniota; Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Cercopithecoidea; Cercopithecidae; Cercopithecinae; Cercopithecus
3457,cellular organisms; Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Embryophyta; Tracheophyta; Euphyllophyta; Spermatophyta; Magnoliopsida; Mesangiospermae; Ranunculales; Menispermaceae; Chasmantheroideae; Burasaieae; Dioscoreophyllum
36227,cellular organisms; Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Chordata; Craniata; Vertebrata; Gnathostomata; Teleostomi; Euteleostomi; Sarcopterygii; Dipnotetrapodomorpha; Tetrapoda; Amniota; Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Cercopithecoidea; Cercopithecidae; Cercopithecinae; Cercopithecus
36231,cellular organisms; Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Chordata; Craniata; Vertebrata; Gnathostomata; Teleostomi; Euteleostomi; Sarcopterygii; Dipnotetrapodomorpha; Tetrapoda; Amniota; Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Cercopithecoidea; Cercopithecidae; Cercopithecinae; Miopithecus
2026887,cellular organisms; Bacteria; Nitrospirota; unclassified Nitrospirota
134537,cellular organisms; Bacteria; Pseudomonadota; Betaproteobacteria; Burkholderiales; Burkholderiaceae; Paraburkholderia
667017,cellular organisms; Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Echinodermata; Eleutherozoa; Asterozoa; Ophiuroidea; Myophiuroidea; Metophiurida; Ophintegrida; Amphilepidida; Ophiurina; Chilophiurina; Ophiuridae; Ophiurinae; Ophionotus
953739,cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces; Streptomyces venezuelae
52622,cellular organisms; Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Chordata; Craniata; Vertebrata; Gnathostomata; Teleostomi; Euteleostomi; Sarcopterygii; Dipnotetrapodomorpha; Tetrapoda; Amniota; Sauropsida; Sauria; Archelosauria; Archosauria; Dinosauria; Saurischia; Theropoda; Coelurosauria; Aves; Neognathae; Neoaves; Telluraves; Australaves; Passeriformes; Sylvioidea; Cisticolidae; Cisticola
413071,cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Pezizomycotina; leotiomyceta; sordariomyceta; Sordariomycetes; Hypocreomycetidae; Hypocreales; Hypocreaceae; Trichoderma; Trichoderma virens
2259036,cellular organisms; Bacteria; FCB group; Bacteroidota/Chlorobiota group; Bacteroidota; Chitinophagia; Chitinophagales; Chitinophagaceae; Chitinophaga
945553,cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Basidiomycota; Agaricomycotina; Agaricomycetes; Agaricomycetidae; Agaricales; Agaricineae; Strophariaceae; Hypholoma; Hypholoma sublateritium
298386,cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Vibrionales; Vibrionaceae; Photobacterium; Photobacterium profundum
265619,cellular organisms; Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Protostomia; Ecdysozoa; Panarthropoda; Arthropoda; Chelicerata; Arachnida; Acari; Parasitiformes; Ixodida; Ixodoidea; Argasidae; Ornithodorinae; Ornithodoros
3476,cellular organisms; Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Embryophyta; Tracheophyta; Euphyllophyta; Spermatophyta; Magnoliopsida; Mesangiospermae; eudicotyledons; Gunneridae; Pentapetalae; rosids; fabids; Rosales; Cannabaceae; Parasponia
69014,cellular organisms; Archaea; Methanobacteriati; Methanobacteriota; Thermococci; Thermococcales; Thermococcaceae; Thermococcus; Thermococcus kodakarensis
11672,Viruses; Riboviria; Pararnavirae; Artverviricota; Revtraviricetes; Ortervirales; Retroviridae; Orthoretrovirinae; Lentivirus; Equine infectious anemia virus
11673,Viruses; Riboviria; Pararnavirae; Artverviricota; Revtraviricetes; Ortervirales; Retroviridae; Orthoretrovirinae; Lentivirus
3483,cellular organisms; Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Embryophyta; Tracheophyta; Euphyllophyta; Spermatophyta; Magnoliopsida; Mesangiospermae; eudicotyledons; Gunneridae; Pentapetalae; rosids; fabids; Rosales; Cannabaceae; Cannabis
11676,Viruses; Riboviria; Pararnavirae; Artverviricota; Revtraviricetes; Ortervirales; Retroviridae; Orthoretrovirinae; Lentivirus
11678,Viruses; Riboviria; Pararnavirae; Artverviricota; Revtraviricetes; Ortervirales; Retroviridae; Orthoretrovirinae; Lentivirus; Human immunodeficiency virus 1; HIV-1 unknown group
249248,cellular organisms; Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Protostomia; Spiralia; Gnathifera; Rotifera; Eurotatoria; Bdelloidea; Adinetida; Adinetidae; Adineta
126368,cellular organisms; Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Embryophyta; Tracheophyta; Euphyllophyta; Spermatophyta; Magnoliopsida; Mesangiospermae; eudicotyledons; Gunneridae; Pentapetalae; asterids; lamiids; Lamiales; Oleaceae; Oleeae; Syringa; Syringa tomentella
77220,cellular organisms; Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Chordata; Craniata; Vertebrata; Gnathostomata; Teleostomi; Euteleostomi; Sarcopterygii; Dipnotetrapodomorpha; Tetrapoda; Amniota; Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Chiroptera; Yinpterochiroptera; Pteropodoidea; Pteropodidae; Rousettinae; Rousettus; Rousettus aegyptiacus
118183,cellular organisms; Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Chordata; Craniata; Vertebrata; Gnathostomata; Teleostomi; Euteleostomi; Sarcopterygii; Dipnotetrapodomorpha; Tetrapoda; Amniota; Sauropsida; Sauria; Archelosauria; Archosauria; Dinosauria; Saurischia; Theropoda; Coelurosauria; Aves; Neognathae; Neoaves; Strisores; Caprimulgiformes; Caprimulgidae; Chordeilinae; Chordeiles
175529,cellular organisms; Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Chordata; Craniata; Vertebrata; Gnathostomata; Teleostomi; Euteleostomi; Sarcopterygii; Dipnotetrapodomorpha; Tetrapoda; Amniota; Sauropsida; Sauria; Archelosauria; Archosauria; Dinosauria; Saurischia; Theropoda; Coelurosauria; Aves; Neognathae; Neoaves; Telluraves; Australaves; Psittaciformes; Psittacidae; Amazona
658858,cellular organisms; Eukaryota; Metamonada; Fornicata; Diplomonadida; Hexamitidae; Giardiinae; Giardia; Giardia intestinalis
798128,cellular organisms; Bacteria; Deinococcota; Deinococci; Thermales; Thermaceae; Thermus; Thermus thermophilus
1576369,cellular organisms; Bacteria; PVC group; Planctomycetota; Planctomycetia; Planctomycetales; Planctomycetaceae; Planctomicrobium
36275,cellular organisms; Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Chordata; Craniata; Vertebrata; Gnathostomata; Teleostomi; Euteleostomi; Sarcopterygii; Dipnotetrapodomorpha; Tetrapoda; Amniota; Sauropsida; Sauria; Archelosauria; Archosauria; Dinosauria; Saurischia; Theropoda; Coelurosauria; Aves; Neognathae; Neoaves; Telluraves; Australaves; Passeriformes; Sylvioidea; Leiothrichidae; Leiothrix
52670,cellular organisms; Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Chordata; Craniata; Vertebrata; Gnathostomata; Teleostomi; Euteleostomi; Actinopterygii; Actinopteri; Neopterygii; Teleostei; Osteoglossocephalai; Clupeocephala; Euteleosteomorpha; Neoteleostei; Eurypterygia; Ctenosquamata; Acanthomorphata; Euacanthomorphacea; Percomorphaceae; Ovalentaria; Atherinomorphae; Cyprinodontiformes; Aplocheiloidei; Rivulidae; Austrofundulus
200126,cellular organisms; Bacteria; Pseudomonadota; Betaproteobacteria; Nitrosomonadales; Nitrosomonadaceae; Nitrosomonas; unclassified Nitrosomonas
2026947,cellular organisms; Eukaryota; Viridiplantae; Chlorophyta; core chlorophytes; Chlorophyceae; CS clade; Chlamydomonadales; Chlamydomonadaceae; Chlamydomonas
265669,cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Bacillales; Listeriaceae; Listeria; Listeria monocytogenes; Listeria monocytogenes serotype 4b
888268,cellular organisms; Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Embryophyta; Tracheophyta; Euphyllophyta; Spermatophyta; Magnoliopsida; Mesangiospermae; Liliopsida; Petrosaviidae; commelinids; Poales; Poaceae; PACMAD clade; Panicoideae; Panicodae; Paniceae; Dichantheliinae; Dichanthelium
183756,cellular organisms; Archaea; Methanobacteriati; Methanobacteriota; Stenosarchaea group; Methanomicrobia; Methanotrichales; Methanotrichaceae; Methanothrix; environmental samples
1158606,cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Lactobacillales; Enterococcaceae; Enterococcus; Enterococcus asini
511437,cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Lactobacillales; Lactobacillaceae; Lentilactobacillus; Lentilactobacillus buchneri
36307,cellular organisms; Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Chordata; Craniata; Vertebrata; Gnathostomata; Teleostomi; Euteleostomi; Sarcopterygii; Dipnotetrapodomorpha; Tetrapoda; Amniota; Sauropsida; Sauria; Lepidosauria; Squamata; Bifurcata; Unidentata; Episquamata; Toxicofera; Serpentes; Colubroidea; Viperidae; Crotalinae; Deinagkistrodon
224735,cellular organisms; Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Embryophyta; Tracheophyta; Euphyllophyta; Spermatophyta; Magnoliopsida; Mesangiospermae; Magnoliidae; Canellales; Winteraceae; Drimys
396776,cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Pezizomycotina; leotiomyceta; Eurotiomycetes; Eurotiomycetidae; Onygenales; Onygenaceae; Coccidioides; Coccidioides immitis
36329,cellular organisms; Eukaryota; Sar; Alveolata; Apicomplexa; Aconoidasida; Haemosporida; Plasmodiidae; Plasmodium; Plasmodium (Laverania); Plasmodium falciparum
3562,cellular organisms; Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Embryophyta; Tracheophyta; Euphyllophyta; Spermatophyta; Magnoliopsida; Mesangiospermae; eudicotyledons; Gunneridae; Pentapetalae; Caryophyllales; Chenopodiaceae; Chenopodioideae; Anserineae; Spinacia
1920490,cellular organisms; Bacteria; Bacillati; Cyanobacteriota/Melainabacteria group; Cyanobacteriota; Cyanophyceae; Leptolyngbyales; Leptolyngbyaceae; Phormidesmis; Phormidesmis priestleyi
445932,cellular organisms; Bacteria; Elusimicrobiota; Elusimicrobia; Elusimicrobiales; Elusimicrobiaceae; Elusimicrobium; Elusimicrobium minutum
536046,cellular organisms; Eukaryota; Sar; Stramenopiles; Ochrophyta; Raphidophyceae; Chattonellales; Chattonellaceae; Heterosigma; Heterosigma akashiwo
454130,cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Pezizomycotina; leotiomyceta; Eurotiomycetes; Eurotiomycetidae; Eurotiales; Aspergillaceae; Aspergillus; Aspergillus subgen. Nidulantes
568819,cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Bacillales; Listeriaceae; Listeria; Listeria monocytogenes; Listeria monocytogenes serotype 4b
1478131,cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces; unclassified Streptomyces
1453555,cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces; unclassified Streptomyces
536056,cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia; Escherichia coli
151035,cellular organisms; Eukaryota; Sar; Alveolata; Ciliophora; Intramacronucleata; Spirotrichea; Hypotrichia; Euplotida; Euplotidae; Euplotes
1797629,cellular organisms; Bacteria; Bacillati; Chloroflexota; unclassified Chloroflexota
364030,cellular organisms; Bacteria; Pseudomonadota; Betaproteobacteria; Burkholderiales; Burkholderiales genera incertae sedis; Thiomonas
265726,cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Vibrionales; Vibrionaceae; Photobacterium
765440,cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Basidiomycota; Agaricomycotina; Agaricomycetes; Agaricomycetidae; Atheliales; Atheliaceae; Piloderma; Piloderma croceum
1895934,cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Micrococcales; Microbacteriaceae; Leifsonia; unclassified Leifsonia
331271,cellular organisms; Bacteria; Pseudomonadota; Betaproteobacteria; Burkholderiales; Burkholderiaceae; Burkholderia; Burkholderia cepacia complex; Burkholderia orbicola
331272,cellular organisms; Bacteria; Pseudomonadota; Betaproteobacteria; Burkholderiales; Burkholderiaceae; Burkholderia; Burkholderia cepacia complex; Burkholderia cenocepacia
1797640,cellular organisms; Bacteria; Bacillati; Chloroflexota; unclassified Chloroflexota
290315,cellular organisms; Bacteria; FCB group; Bacteroidota/Chlorobiota group; Chlorobiota; Chlorobiia; Chlorobiales; Chlorobiaceae; Chlorobium/Pelodictyon group; Chlorobium; Chlorobium limicola
192012,cellular organisms; Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Embryophyta; Tracheophyta; Euphyllophyta; Spermatophyta; Magnoliopsida; Mesangiospermae; eudicotyledons; Gunneridae; Pentapetalae; asterids; campanulids; Asterales; Asteraceae; Asteroideae; Heliantheae alliance; Eupatorieae; Mikania
290317,cellular organisms; Bacteria; FCB group; Bacteroidota/Chlorobiota group; Chlorobiota; Chlorobiia; Chlorobiales; Chlorobiaceae; Chlorobium/Pelodictyon group; Chlorobium; Chlorobium phaeobacteroides
290318,cellular organisms; Bacteria; FCB group; Bacteroidota/Chlorobiota group; Chlorobiota; Chlorobiia; Chlorobiales; Chlorobiaceae; Chlorobium/Pelodictyon group; Chlorobium; Chlorobium phaeovibrioides
216591,cellular organisms; Bacteria; Pseudomonadota; Betaproteobacteria; Burkholderiales; Burkholderiaceae; Burkholderia; Burkholderia cepacia complex; Burkholderia cenocepacia
